date,weekday,hour,building,consumption_kwh,temperature_c,occupancy_pct
2024-02-06,Tue,9,Building A,72.8,4.9,85
2024-02-06,Tue,9,Building B,74.6,4.9,84
2024-02-06,Tue,9,Building C,62.1,4.9,100
2024-02-06,Tue,9,Building D,65.8,4.9,95
2024-02-06,Tue,10,Building A,73.7,6.3,100
2024-02-06,Tue,10,Building B,89.3,6.3,100
2024-02-06,Tue,10,Building C,54.5,6.3,100
2024-02-06,Tue,10,Building D,78.4,6.3,100
2024-02-06,Tue,11,Building A,64,6.2,100
2024-02-06,Tue,11,Building B,87.3,6.2,100
2024-02-06,Tue,11,Building C,61.7,6.2,100
2024-02-06,Tue,11,Building D,71.6,6.2,100
2024-02-06,Tue,12,Building A,68.9,6.8,92
2024-02-06,Tue,12,Building B,84.1,6.8,93
2024-02-06,Tue,12,Building C,52.4,6.8,100
2024-02-06,Tue,12,Building D,60.8,6.8,85
2024-02-06,Tue,13,Building A,71,6.4,100
2024-02-06,Tue,13,Building B,83,6.4,97
2024-02-06,Tue,13,Building C,63.5,6.4,100
2024-02-06,Tue,13,Building D,74.7,6.4,100
2024-02-06,Tue,14,Building A,74,6.1,98
2024-02-06,Tue,14,Building B,90,6.1,100
2024-02-06,Tue,14,Building C,59.3,6.1,100
2024-02-06,Tue,14,Building D,71.4,6.1,87
2024-02-06,Tue,15,Building A,72.9,4.9,100
2024-02-06,Tue,15,Building B,91.6,4.9,100
2024-02-06,Tue,15,Building C,51,4.9,100
2024-02-06,Tue,15,Building D,79.4,4.9,96
2024-02-06,Tue,16,Building A,66.8,2.8,70
2024-02-06,Tue,16,Building B,76.4,2.8,89
2024-02-06,Tue,16,Building C,59.2,2.8,87
2024-02-06,Tue,16,Building D,74.6,2.8,68
2024-02-06,Tue,17,Building A,64.2,1,61
2024-02-06,Tue,17,Building B,65.7,1,64
2024-02-06,Tue,17,Building C,52.2,1,59
2024-02-06,Tue,17,Building D,67.5,1,66
2024-02-06,Tue,18,Building A,58.6,-1,44
2024-02-06,Tue,18,Building B,68.1,-1,41
2024-02-06,Tue,18,Building C,54.9,-1,36
2024-02-06,Tue,18,Building D,61,-1,46
2024-02-06,Tue,19,Building A,54.2,-3.4,29
2024-02-06,Tue,19,Building B,71.8,-3.4,31
2024-02-06,Tue,19,Building C,54,-3.4,27
2024-02-06,Tue,19,Building D,64.6,-3.4,31
2024-02-06,Tue,20,Building A,60,-4.7,22
2024-02-06,Tue,20,Building B,74.8,-4.7,28
2024-02-06,Tue,20,Building C,61.6,-4.7,22
2024-02-06,Tue,20,Building D,62.6,-4.7,26
2024-02-06,Tue,21,Building A,55.4,-6.1,17
2024-02-06,Tue,21,Building B,61.5,-6.1,20
2024-02-06,Tue,21,Building C,52.3,-6.1,20
2024-02-06,Tue,21,Building D,65.1,-6.1,22
2024-02-06,Tue,22,Building A,69.6,-8.6,15
2024-02-06,Tue,22,Building B,61.5,-8.6,14
2024-02-06,Tue,22,Building C,55.8,-8.6,17
2024-02-06,Tue,22,Building D,59.5,-8.6,16
2024-02-06,Tue,23,Building A,62.2,-8.4,11
2024-02-06,Tue,23,Building B,65.4,-8.4,11
2024-02-06,Tue,23,Building C,51.1,-8.4,9
2024-02-06,Tue,23,Building D,56.7,-8.4,10
2024-02-07,Wed,0,Building A,58,-8.1,9
2024-02-07,Wed,0,Building B,66.8,-8.1,11
2024-02-07,Wed,0,Building C,57.1,-8.1,9
2024-02-07,Wed,0,Building D,64.1,-8.1,9
2024-02-07,Wed,1,Building A,60.4,-8.8,9
2024-02-07,Wed,1,Building B,66.6,-8.8,10
2024-02-07,Wed,1,Building C,63.2,-8.8,11
2024-02-07,Wed,1,Building D,63.3,-8.8,9
2024-02-07,Wed,2,Building A,57.5,-7.7,9
2024-02-07,Wed,2,Building B,58.7,-7.7,9
2024-02-07,Wed,2,Building C,53.2,-7.7,11
2024-02-07,Wed,2,Building D,57.7,-7.7,9
2024-02-07,Wed,3,Building A,61.9,-6.3,10
2024-02-07,Wed,3,Building B,61.5,-6.3,10
2024-02-07,Wed,3,Building C,47.5,-6.3,10
2024-02-07,Wed,3,Building D,64.8,-6.3,11
2024-02-07,Wed,4,Building A,55.6,-5.4,10
2024-02-07,Wed,4,Building B,68,-5.4,10
2024-02-07,Wed,4,Building C,56.9,-5.4,9
2024-02-07,Wed,4,Building D,63.9,-5.4,10
2024-02-07,Wed,5,Building A,54.8,-2.8,17
2024-02-07,Wed,5,Building B,55.4,-2.8,14
2024-02-07,Wed,5,Building C,51.3,-2.8,16
2024-02-07,Wed,5,Building D,49.9,-2.8,16
2024-02-07,Wed,6,Building A,51,-1.1,34
2024-02-07,Wed,6,Building B,65.9,-1.1,29
2024-02-07,Wed,6,Building C,57,-1.1,28
2024-02-07,Wed,6,Building D,65.6,-1.1,32
2024-02-07,Wed,7,Building A,59,1.1,43
2024-02-07,Wed,7,Building B,72.4,1.1,56
2024-02-07,Wed,7,Building C,48,1.1,57
2024-02-07,Wed,7,Building D,61.6,1.1,45
2024-02-07,Wed,8,Building A,73.3,2.9,70
2024-02-07,Wed,8,Building B,75.3,2.9,75
2024-02-07,Wed,8,Building C,54.2,2.9,89
2024-02-07,Wed,8,Building D,62.8,2.9,81
2024-02-07,Wed,9,Building A,73,4.3,84
2024-02-07,Wed,9,Building B,80.3,4.3,93
2024-02-07,Wed,9,Building C,61.3,4.3,100
2024-02-07,Wed,9,Building D,77.7,4.3,98
2024-02-07,Wed,10,Building A,73.2,6.4,90
2024-02-07,Wed,10,Building B,89.9,6.4,100
2024-02-07,Wed,10,Building C,62.4,6.4,100
2024-02-07,Wed,10,Building D,70.8,6.4,85
2024-02-07,Wed,11,Building A,71.4,6.5,92
2024-02-07,Wed,11,Building B,85.7,6.5,100
2024-02-07,Wed,11,Building C,61.2,6.5,86
2024-02-07,Wed,11,Building D,79.3,6.5,93
2024-02-07,Wed,12,Building A,62.9,7.1,90
2024-02-07,Wed,12,Building B,84,7.1,100
2024-02-07,Wed,12,Building C,57.3,7.1,93
2024-02-07,Wed,12,Building D,69.6,7.1,86
2024-02-07,Wed,13,Building A,62.3,6.5,100
2024-02-07,Wed,13,Building B,76.6,6.5,100
2024-02-07,Wed,13,Building C,62.9,6.5,91
2024-02-07,Wed,13,Building D,67.2,6.5,100
2024-02-07,Wed,14,Building A,64.5,5.9,100
2024-02-07,Wed,14,Building B,86.2,5.9,89
2024-02-07,Wed,14,Building C,54.1,5.9,92
2024-02-07,Wed,14,Building D,72.4,5.9,100
2024-02-07,Wed,15,Building A,62.7,4.2,100
2024-02-07,Wed,15,Building B,82,4.2,82
2024-02-07,Wed,15,Building C,59.5,4.2,87
2024-02-07,Wed,15,Building D,72.9,4.2,100
2024-02-07,Wed,16,Building A,58.6,3,74
2024-02-07,Wed,16,Building B,73.9,3,84
2024-02-07,Wed,16,Building C,62.8,3,89
2024-02-07,Wed,16,Building D,72.4,3,73
2024-02-07,Wed,17,Building A,57.1,1.1,56
2024-02-07,Wed,17,Building B,71,1.1,59
2024-02-07,Wed,17,Building C,54.9,1.1,69
2024-02-07,Wed,17,Building D,67,1.1,58
2024-02-07,Wed,18,Building A,61.8,-1.1,39
2024-02-07,Wed,18,Building B,64.5,-1.1,40
2024-02-07,Wed,18,Building C,53.5,-1.1,38
2024-02-07,Wed,18,Building D,61.4,-1.1,44
2024-02-07,Wed,19,Building A,62.6,-3.2,26
2024-02-07,Wed,19,Building B,67.3,-3.2,32
2024-02-07,Wed,19,Building C,56.8,-3.2,33
2024-02-07,Wed,19,Building D,65,-3.2,33
2024-02-07,Wed,20,Building A,61.7,-4.7,25
2024-02-07,Wed,20,Building B,74.7,-4.7,28
2024-02-07,Wed,20,Building C,54.5,-4.7,24
2024-02-07,Wed,20,Building D,66.7,-4.7,29
2024-02-07,Wed,21,Building A,65.2,-6.9,23
2024-02-07,Wed,21,Building B,75,-6.9,22
2024-02-07,Wed,21,Building C,61.1,-6.9,21
2024-02-07,Wed,21,Building D,60.2,-6.9,20
2024-02-07,Wed,22,Building A,64.7,-7.4,17
2024-02-07,Wed,22,Building B,69.2,-7.4,14
2024-02-07,Wed,22,Building C,57.6,-7.4,14
2024-02-07,Wed,22,Building D,60.5,-7.4,15
2024-02-07,Wed,23,Building A,57.3,-9,10
2024-02-07,Wed,23,Building B,65.3,-9,11
2024-02-07,Wed,23,Building C,53.6,-9,11
2024-02-07,Wed,23,Building D,59.8,-9,10
2024-02-08,Thu,0,Building A,54.6,-8.2,11
2024-02-08,Thu,0,Building B,72.6,-8.2,10
2024-02-08,Thu,0,Building C,61.8,-8.2,10
2024-02-08,Thu,0,Building D,55.9,-8.2,10
2024-02-08,Thu,1,Building A,60.2,-9.5,9
2024-02-08,Thu,1,Building B,62.7,-9.5,11
2024-02-08,Thu,1,Building C,54.5,-9.5,11
2024-02-08,Thu,1,Building D,71.9,-9.5,10
2024-02-08,Thu,2,Building A,63.7,-7.9,11
2024-02-08,Thu,2,Building B,58.1,-7.9,10
2024-02-08,Thu,2,Building C,50.2,-7.9,10
2024-02-08,Thu,2,Building D,64.3,-7.9,9
2024-02-08,Thu,3,Building A,62.2,-6.4,10
2024-02-08,Thu,3,Building B,68.2,-6.4,10
2024-02-08,Thu,3,Building C,54.3,-6.4,9
2024-02-08,Thu,3,Building D,52.7,-6.4,9
2024-02-08,Thu,4,Building A,60.4,-5.4,11
2024-02-08,Thu,4,Building B,55.9,-5.4,9
2024-02-08,Thu,4,Building C,49.8,-5.4,9
2024-02-08,Thu,4,Building D,51.9,-5.4,10
2024-02-08,Thu,5,Building A,52.2,-3,15
2024-02-08,Thu,5,Building B,56.4,-3,16
2024-02-08,Thu,5,Building C,52,-3,14
2024-02-08,Thu,5,Building D,55.9,-3,15
2024-02-08,Thu,6,Building A,54.7,-1,26
2024-02-08,Thu,6,Building B,66.9,-1,32
2024-02-08,Thu,6,Building C,46.5,-1,32
2024-02-08,Thu,6,Building D,58.4,-1,29
2024-02-08,Thu,7,Building A,56.2,1.2,53
2024-02-08,Thu,7,Building B,61.8,1.2,43
2024-02-08,Thu,7,Building C,54.6,1.2,48
2024-02-08,Thu,7,Building D,56.4,1.2,47
2024-02-08,Thu,8,Building A,67.5,2.8,73
2024-02-08,Thu,8,Building B,86.8,2.8,77
2024-02-08,Thu,8,Building C,55.8,2.8,91
2024-02-08,Thu,8,Building D,66.9,2.8,91
2024-02-08,Thu,9,Building A,75.1,4.6,100
2024-02-08,Thu,9,Building B,73.8,4.6,88
2024-02-08,Thu,9,Building C,60.5,4.6,100
2024-02-08,Thu,9,Building D,74,4.6,91
2024-02-08,Thu,10,Building A,73.2,5.8,85
2024-02-08,Thu,10,Building B,90.4,5.8,100
2024-02-08,Thu,10,Building C,56.8,5.8,94
2024-02-08,Thu,10,Building D,79.3,5.8,95
2024-02-08,Thu,11,Building A,61.4,6.6,100
2024-02-08,Thu,11,Building B,73.3,6.6,100
2024-02-08,Thu,11,Building C,57,6.6,92
2024-02-08,Thu,11,Building D,70.4,6.6,100
2024-02-08,Thu,12,Building A,61.1,7.6,89
2024-02-08,Thu,12,Building B,71.8,7.6,89
2024-02-08,Thu,12,Building C,56.5,7.6,93
2024-02-08,Thu,12,Building D,72.9,7.6,80
2024-02-08,Thu,13,Building A,68.9,6.6,88
2024-02-08,Thu,13,Building B,78.9,6.6,96
2024-02-08,Thu,13,Building C,54,6.6,93
2024-02-08,Thu,13,Building D,75.7,6.6,100
2024-02-08,Thu,14,Building A,60.2,5.7,100
2024-02-08,Thu,14,Building B,77.5,5.7,92
2024-02-08,Thu,14,Building C,55.2,5.7,100
2024-02-08,Thu,14,Building D,80.9,5.7,93
2024-02-08,Thu,15,Building A,73.6,4.2,98
2024-02-08,Thu,15,Building B,92.6,4.2,90
2024-02-08,Thu,15,Building C,59.5,4.2,87
2024-02-08,Thu,15,Building D,82.1,4.2,98
2024-02-08,Thu,16,Building A,70.6,3,87
2024-02-08,Thu,16,Building B,77,3,86
2024-02-08,Thu,16,Building C,51.4,3,69
2024-02-08,Thu,16,Building D,72.7,3,76
2024-02-08,Thu,17,Building A,59.6,1,62
2024-02-08,Thu,17,Building B,81.6,1,63
2024-02-08,Thu,17,Building C,50.2,1,54
2024-02-08,Thu,17,Building D,60.6,1,69
2024-02-08,Thu,18,Building A,52.5,-1,37
2024-02-08,Thu,18,Building B,71.8,-1,39
2024-02-08,Thu,18,Building C,58.5,-1,38
2024-02-08,Thu,18,Building D,58.7,-1,40
2024-02-08,Thu,19,Building A,64.3,-2.9,26
2024-02-08,Thu,19,Building B,68.1,-2.9,28
2024-02-08,Thu,19,Building C,58.1,-2.9,26
2024-02-08,Thu,19,Building D,66.1,-2.9,31
2024-02-08,Thu,20,Building A,53.3,-5,23
2024-02-08,Thu,20,Building B,67.2,-5,28
2024-02-08,Thu,20,Building C,61.7,-5,29
2024-02-08,Thu,20,Building D,58.5,-5,23
2024-02-08,Thu,21,Building A,67.9,-7.1,21
2024-02-08,Thu,21,Building B,69.8,-7.1,21
2024-02-08,Thu,21,Building C,53.1,-7.1,18
2024-02-08,Thu,21,Building D,67,-7.1,17
2024-02-08,Thu,22,Building A,63,-8.5,14
2024-02-08,Thu,22,Building B,69.8,-8.5,13
2024-02-08,Thu,22,Building C,52.7,-8.5,16
2024-02-08,Thu,22,Building D,70.7,-8.5,15
2024-02-08,Thu,23,Building A,66,-9.6,11
2024-02-08,Thu,23,Building B,74.8,-9.6,9
2024-02-08,Thu,23,Building C,60.1,-9.6,10
2024-02-08,Thu,23,Building D,69.4,-9.6,9
2024-02-09,Fri,0,Building A,58.3,-8.4,9
2024-02-09,Fri,0,Building B,74,-8.4,11
2024-02-09,Fri,0,Building C,62.6,-8.4,10
2024-02-09,Fri,0,Building D,62,-8.4,10
2024-02-09,Fri,1,Building A,54.7,-9,10
2024-02-09,Fri,1,Building B,67.8,-9,10
2024-02-09,Fri,1,Building C,52,-9,10
2024-02-09,Fri,1,Building D,62.6,-9,10
2024-02-09,Fri,2,Building A,60.2,-8.5,11
2024-02-09,Fri,2,Building B,59.5,-8.5,11
2024-02-09,Fri,2,Building C,54,-8.5,11
2024-02-09,Fri,2,Building D,58.2,-8.5,9
2024-02-09,Fri,3,Building A,52,-6.3,9
2024-02-09,Fri,3,Building B,66.8,-6.3,9
2024-02-09,Fri,3,Building C,57.7,-6.3,11
2024-02-09,Fri,3,Building D,60.4,-6.3,9
2024-02-09,Fri,4,Building A,53.7,-4.9,11
2024-02-09,Fri,4,Building B,60,-4.9,9
2024-02-09,Fri,4,Building C,57.9,-4.9,9
2024-02-09,Fri,4,Building D,54.2,-4.9,10
2024-02-09,Fri,5,Building A,59.7,-3.1,16
2024-02-09,Fri,5,Building B,66,-3.1,14
2024-02-09,Fri,5,Building C,55.6,-3.1,17
2024-02-09,Fri,5,Building D,54.6,-3.1,14
2024-02-09,Fri,6,Building A,50.1,-0.9,30
2024-02-09,Fri,6,Building B,57.2,-0.9,26
2024-02-09,Fri,6,Building C,52.3,-0.9,32
2024-02-09,Fri,6,Building D,62.3,-0.9,29
2024-02-09,Fri,7,Building A,65.6,1.1,49
2024-02-09,Fri,7,Building B,61.8,1.1,48
2024-02-09,Fri,7,Building C,52.5,1.1,55
2024-02-09,Fri,7,Building D,65.2,1.1,47
2024-02-09,Fri,8,Building A,70.5,2.9,84
2024-02-09,Fri,8,Building B,72,2.9,80
2024-02-09,Fri,8,Building C,57.9,2.9,86
2024-02-09,Fri,8,Building D,65.1,2.9,71
2024-02-09,Fri,9,Building A,74.6,4.5,100
2024-02-09,Fri,9,Building B,77.5,4.5,100
2024-02-09,Fri,9,Building C,64.5,4.5,93
2024-02-09,Fri,9,Building D,74.4,4.5,92
2024-02-09,Fri,10,Building A,60.5,5.4,100
2024-02-09,Fri,10,Building B,79.3,5.4,91
2024-02-09,Fri,10,Building C,64.3,5.4,100
2024-02-09,Fri,10,Building D,66.4,5.4,100
2024-02-09,Fri,11,Building A,58.6,6.6,93
2024-02-09,Fri,11,Building B,78.3,6.6,100
2024-02-09,Fri,11,Building C,59,6.6,100
2024-02-09,Fri,11,Building D,67.4,6.6,100
2024-02-09,Fri,12,Building A,67.2,6.9,82
2024-02-09,Fri,12,Building B,72.2,6.9,100
2024-02-09,Fri,12,Building C,57.8,6.9,100
2024-02-09,Fri,12,Building D,75.3,6.9,85
2024-02-09,Fri,13,Building A,62.9,6.8,93
2024-02-09,Fri,13,Building B,87.3,6.8,100
2024-02-09,Fri,13,Building C,57.8,6.8,100
2024-02-09,Fri,13,Building D,68.3,6.8,100
2024-02-09,Fri,14,Building A,73.9,6.3,94
2024-02-09,Fri,14,Building B,84.9,6.3,100
2024-02-09,Fri,14,Building C,53.7,6.3,100
2024-02-09,Fri,14,Building D,74.4,6.3,100
2024-02-09,Fri,15,Building A,70,4.3,100
2024-02-09,Fri,15,Building B,80.3,4.3,96
2024-02-09,Fri,15,Building C,52.7,4.3,100
2024-02-09,Fri,15,Building D,67.9,4.3,100
2024-02-09,Fri,16,Building A,60.8,2.7,84
2024-02-09,Fri,16,Building B,77.9,2.7,83
2024-02-09,Fri,16,Building C,63.4,2.7,77
2024-02-09,Fri,16,Building D,77.3,2.7,70
2024-02-09,Fri,17,Building A,66.7,1.1,61
2024-02-09,Fri,17,Building B,73.3,1.1,51
2024-02-09,Fri,17,Building C,53.1,1.1,65
2024-02-09,Fri,17,Building D,70.8,1.1,66
2024-02-09,Fri,18,Building A,59.3,-0.9,43
2024-02-09,Fri,18,Building B,67.2,-0.9,39
2024-02-09,Fri,18,Building C,55.5,-0.9,39
2024-02-09,Fri,18,Building D,58.1,-0.9,42
2024-02-09,Fri,19,Building A,53.5,-3.3,28
2024-02-09,Fri,19,Building B,68.5,-3.3,28
2024-02-09,Fri,19,Building C,58.9,-3.3,28
2024-02-09,Fri,19,Building D,67,-3.3,28
2024-02-09,Fri,20,Building A,65,-5.1,25
2024-02-09,Fri,20,Building B,69.1,-5.1,29
2024-02-09,Fri,20,Building C,54.6,-5.1,26
2024-02-09,Fri,20,Building D,59.7,-5.1,22
2024-02-09,Fri,21,Building A,59.8,-6.5,20
2024-02-09,Fri,21,Building B,64.5,-6.5,22
2024-02-09,Fri,21,Building C,57.3,-6.5,19
2024-02-09,Fri,21,Building D,61.1,-6.5,23
2024-02-09,Fri,22,Building A,67,-8.1,14
2024-02-09,Fri,22,Building B,75.7,-8.1,17
2024-02-09,Fri,22,Building C,52.7,-8.1,14
2024-02-09,Fri,22,Building D,65.2,-8.1,13
2024-02-09,Fri,23,Building A,67,-8.2,9
2024-02-09,Fri,23,Building B,66.8,-8.2,11
2024-02-09,Fri,23,Building C,54.4,-8.2,9
2024-02-09,Fri,23,Building D,62.4,-8.2,9
2024-02-10,Sat,0,Building A,54.2,-9.3,4
2024-02-10,Sat,0,Building B,63.9,-9.3,8
2024-02-10,Sat,0,Building C,50.6,-9.3,3
2024-02-10,Sat,0,Building D,59.4,-9.3,6
2024-02-10,Sat,1,Building A,63.2,-9,4
2024-02-10,Sat,1,Building B,60.2,-9,7
2024-02-10,Sat,1,Building C,52.4,-9,3
2024-02-10,Sat,1,Building D,61.5,-9,5
2024-02-10,Sat,2,Building A,63.3,-7.4,4
2024-02-10,Sat,2,Building B,63.6,-7.4,8
2024-02-10,Sat,2,Building C,59.6,-7.4,3
2024-02-10,Sat,2,Building D,56,-7.4,5
2024-02-10,Sat,3,Building A,58.6,-7.1,5
2024-02-10,Sat,3,Building B,60,-7.1,7
2024-02-10,Sat,3,Building C,51.3,-7.1,3
2024-02-10,Sat,3,Building D,54,-7.1,5
2024-02-10,Sat,4,Building A,60.5,-5.3,4
2024-02-10,Sat,4,Building B,57.6,-5.3,8
2024-02-10,Sat,4,Building C,44.8,-5.3,3
2024-02-10,Sat,4,Building D,59.9,-5.3,5
2024-02-10,Sat,5,Building A,47,-3,7
2024-02-10,Sat,5,Building B,52.5,-3,12
2024-02-10,Sat,5,Building C,46.2,-3,4
2024-02-10,Sat,5,Building D,57.7,-3,8
2024-02-10,Sat,6,Building A,44.3,-1,11
2024-02-10,Sat,6,Building B,52.7,-1,22
2024-02-10,Sat,6,Building C,50,-1,10
2024-02-10,Sat,6,Building D,59.3,-1,17
2024-02-10,Sat,7,Building A,46.8,1.1,17
2024-02-10,Sat,7,Building B,58.8,1.1,36
2024-02-10,Sat,7,Building C,43.9,1.1,13
2024-02-10,Sat,7,Building D,52.6,1.1,26
2024-02-10,Sat,8,Building A,52.8,3.2,34
2024-02-10,Sat,8,Building B,68.5,3.2,50
2024-02-10,Sat,8,Building C,38.1,3.2,23
2024-02-10,Sat,8,Building D,57.6,3.2,39
2024-02-10,Sat,9,Building A,53.7,4.5,34
2024-02-10,Sat,9,Building B,78.7,4.5,67
2024-02-10,Sat,9,Building C,41.6,4.5,24
2024-02-10,Sat,9,Building D,56.4,4.5,46
2024-02-10,Sat,10,Building A,49,6,41
2024-02-10,Sat,10,Building B,64.8,6,78
2024-02-10,Sat,10,Building C,38.1,6,32
2024-02-10,Sat,10,Building D,57.8,6,43
2024-02-10,Sat,11,Building A,41.7,7.2,43
2024-02-10,Sat,11,Building B,74.7,7.2,64
2024-02-10,Sat,11,Building C,34.9,7.2,26
2024-02-10,Sat,11,Building D,59.2,7.2,43
2024-02-10,Sat,12,Building A,42,7.3,38
2024-02-10,Sat,12,Building B,66.2,7.3,55
2024-02-10,Sat,12,Building C,34.5,7.3,26
2024-02-10,Sat,12,Building D,48.5,7.3,44
2024-02-10,Sat,13,Building A,53,6.8,44
2024-02-10,Sat,13,Building B,71.6,6.8,61
2024-02-10,Sat,13,Building C,37.1,6.8,29
2024-02-10,Sat,13,Building D,48.1,6.8,55
2024-02-10,Sat,14,Building A,47.4,6,39
2024-02-10,Sat,14,Building B,70.5,6,77
2024-02-10,Sat,14,Building C,37.3,6,28
2024-02-10,Sat,14,Building D,51.2,6,50
2024-02-10,Sat,15,Building A,49.5,5.1,37
2024-02-10,Sat,15,Building B,70.7,5.1,73
2024-02-10,Sat,15,Building C,43.8,5.1,30
2024-02-10,Sat,15,Building D,58.4,5.1,41
2024-02-10,Sat,16,Building A,49.9,3.2,28
2024-02-10,Sat,16,Building B,75.1,3.2,54
2024-02-10,Sat,16,Building C,45.8,3.2,21
2024-02-10,Sat,16,Building D,58.2,3.2,41
2024-02-10,Sat,17,Building A,51,1,22
2024-02-10,Sat,17,Building B,60.9,1,42
2024-02-10,Sat,17,Building C,41.5,1,19
2024-02-10,Sat,17,Building D,61.1,1,26
2024-02-10,Sat,18,Building A,50.3,-0.9,18
2024-02-10,Sat,18,Building B,65.9,-0.9,32
2024-02-10,Sat,18,Building C,46,-0.9,12
2024-02-10,Sat,18,Building D,50.7,-0.9,20
2024-02-10,Sat,19,Building A,59.1,-2.9,11
2024-02-10,Sat,19,Building B,55.4,-2.9,20
2024-02-10,Sat,19,Building C,50.2,-2.9,8
2024-02-10,Sat,19,Building D,52.1,-2.9,15
2024-02-10,Sat,20,Building A,50.4,-5,10
2024-02-10,Sat,20,Building B,71.3,-5,17
2024-02-10,Sat,20,Building C,53.7,-5,8
2024-02-10,Sat,20,Building D,57.7,-5,13
2024-02-10,Sat,21,Building A,57.4,-6.8,7
2024-02-10,Sat,21,Building B,67.4,-6.8,13
2024-02-10,Sat,21,Building C,56.3,-6.8,7
2024-02-10,Sat,21,Building D,63,-6.8,10
2024-02-10,Sat,22,Building A,54,-7.8,6
2024-02-10,Sat,22,Building B,67.6,-7.8,11
2024-02-10,Sat,22,Building C,58.7,-7.8,4
2024-02-10,Sat,22,Building D,55.8,-7.8,7
2024-02-10,Sat,23,Building A,61.2,-9,4
2024-02-10,Sat,23,Building B,68.5,-9,7
2024-02-10,Sat,23,Building C,60.3,-9,3
2024-02-10,Sat,23,Building D,60.7,-9,5
2024-02-11,Sun,0,Building A,61.1,-8.6,4
2024-02-11,Sun,0,Building B,59.6,-8.6,8
2024-02-11,Sun,0,Building C,50.5,-8.6,3
2024-02-11,Sun,0,Building D,57.4,-8.6,4
2024-02-11,Sun,1,Building A,55,-8.2,3
2024-02-11,Sun,1,Building B,63.1,-8.2,8
2024-02-11,Sun,1,Building C,50.2,-8.2,3
2024-02-11,Sun,1,Building D,60.1,-8.2,4
2024-02-11,Sun,2,Building A,56.6,-8.6,4
2024-02-11,Sun,2,Building B,60.9,-8.6,8
2024-02-11,Sun,2,Building C,60.9,-8.6,3
2024-02-11,Sun,2,Building D,61.4,-8.6,5
2024-02-11,Sun,3,Building A,61.2,-6.9,4
2024-02-11,Sun,3,Building B,60.8,-6.9,6
2024-02-11,Sun,3,Building C,52.5,-6.9,3
2024-02-11,Sun,3,Building D,59.6,-6.9,6
2024-02-11,Sun,4,Building A,53.9,-5,4
2024-02-11,Sun,4,Building B,55.7,-5,6
2024-02-11,Sun,4,Building C,48.8,-5,3
2024-02-11,Sun,4,Building D,55.5,-5,4
2024-02-11,Sun,5,Building A,45.4,-3.1,6
2024-02-11,Sun,5,Building B,54.6,-3.1,12
2024-02-11,Sun,5,Building C,44.2,-3.1,5
2024-02-11,Sun,5,Building D,58.4,-3.1,7
2024-02-11,Sun,6,Building A,55.5,-1,10
2024-02-11,Sun,6,Building B,54.3,-1,23
2024-02-11,Sun,6,Building C,50.6,-1,8
2024-02-11,Sun,6,Building D,58.5,-1,15
2024-02-11,Sun,7,Building A,45.7,1,19
2024-02-11,Sun,7,Building B,58.6,1,32
2024-02-11,Sun,7,Building C,40.5,1,13
2024-02-11,Sun,7,Building D,59.6,1,23
2024-02-11,Sun,8,Building A,51.7,2.8,33
2024-02-11,Sun,8,Building B,62.8,2.8,54
2024-02-11,Sun,8,Building C,43,2.8,21
2024-02-11,Sun,8,Building D,61,2.8,38
2024-02-11,Sun,9,Building A,48.1,5.1,43
2024-02-11,Sun,9,Building B,77.8,5.1,66
2024-02-11,Sun,9,Building C,44.5,5.1,26
2024-02-11,Sun,9,Building D,51.8,5.1,43
2024-02-11,Sun,10,Building A,51.9,5.9,36
2024-02-11,Sun,10,Building B,68,5.9,69
2024-02-11,Sun,10,Building C,37,5.9,30
2024-02-11,Sun,10,Building D,54.7,5.9,44
2024-02-11,Sun,11,Building A,48.4,6.5,40
2024-02-11,Sun,11,Building B,66.6,6.5,78
2024-02-11,Sun,11,Building C,39.2,6.5,34
2024-02-11,Sun,11,Building D,59,6.5,47
2024-02-11,Sun,12,Building A,49.8,7.4,35
2024-02-11,Sun,12,Building B,59.7,7.4,63
2024-02-11,Sun,12,Building C,39,7.4,26
2024-02-11,Sun,12,Building D,51.3,7.4,46
2024-02-11,Sun,13,Building A,44.6,7.1,43
2024-02-11,Sun,13,Building B,70.2,7.1,80
2024-02-11,Sun,13,Building C,41.1,7.1,27
2024-02-11,Sun,13,Building D,55,7.1,55
2024-02-11,Sun,14,Building A,44.2,6.3,38
2024-02-11,Sun,14,Building B,70.3,6.3,71
2024-02-11,Sun,14,Building C,42.1,6.3,29
2024-02-11,Sun,14,Building D,48.7,6.3,47
2024-02-11,Sun,15,Building A,50.7,4.6,39
2024-02-11,Sun,15,Building B,78.3,4.6,64
2024-02-11,Sun,15,Building C,44.3,4.6,29
2024-02-11,Sun,15,Building D,52.6,4.6,42
2024-02-11,Sun,16,Building A,45.3,3.2,31
2024-02-11,Sun,16,Building B,72.9,3.2,48
2024-02-11,Sun,16,Building C,48,3.2,27
2024-02-11,Sun,16,Building D,58.3,3.2,46
2024-02-11,Sun,17,Building A,50.7,1,22
2024-02-11,Sun,17,Building B,68,1,40
2024-02-11,Sun,17,Building C,42.1,1,17
2024-02-11,Sun,17,Building D,62.2,1,32
2024-02-11,Sun,18,Building A,47.5,-1.1,18
2024-02-11,Sun,18,Building B,65.7,-1.1,27
2024-02-11,Sun,18,Building C,41.1,-1.1,11
