order_date,year_month,category,subcategory,region,revenue,quantity
2023-06-02,2023-06,Home,Lighting,West,212.05,1
2023-06-15,2023-06,Home,Kitchen,Northeast,500.57,4
2023-06-17,2023-06,Home,Kitchen,Midwest,59.8,2
2023-06-21,2023-06,Electronics,Laptops,Northeast,1015.21,2
2023-06-04,2023-06,Clothing,Pants,Northeast,103.32,2
2023-06-28,2023-06,Clothing,Pants,Northeast,201.95,2
2023-06-01,2023-06,Home,Lighting,Midwest,545.67,3
2023-06-20,2023-06,Electronics,Headphones,West,736.33,4
2023-06-19,2023-06,Clothing,Shoes,Northeast,98.53,1
2023-06-09,2023-06,Sports,Outdoor,West,1537.61,4
2023-06-01,2023-06,Electronics,Headphones,Southeast,43.57,1
2023-06-26,2023-06,Electronics,Laptops,Southeast,1446.03,1
2023-06-22,2023-06,Sports,Apparel,West,372.85,2
2023-06-08,2023-06,Home,Kitchen,West,318.22,1
2023-06-30,2023-06,Electronics,Laptops,Midwest,3999.23,4
2023-06-01,2023-06,Electronics,Laptops,Midwest,2372.67,3
2023-06-05,2023-06,Sports,Outdoor,Midwest,1752.49,4
2023-06-16,2023-06,Sports,Apparel,West,145.89,1
2023-06-07,2023-06,Home,Lighting,West,358.56,3
2023-06-01,2023-06,Clothing,Shoes,Northeast,139.81,2
2023-06-06,2023-06,Clothing,Shoes,Midwest,326.75,2
2023-06-10,2023-06,Electronics,Phones,West,1593.35,2
2023-06-14,2023-06,Electronics,Phones,Southeast,1377.51,2
2023-06-16,2023-06,Home,Kitchen,Southeast,162.65,1
2023-06-10,2023-06,Sports,Fitness,West,553.71,2
2023-06-08,2023-06,Electronics,Phones,West,281.71,1
2023-06-19,2023-06,Electronics,Laptops,Southeast,1196.58,1
2023-06-01,2023-06,Sports,Fitness,Northeast,1313.32,4
2023-06-28,2023-06,Home,Furniture,Southeast,1318.42,1
2023-06-28,2023-06,Home,Furniture,West,2424.53,4
2023-06-04,2023-06,Sports,Outdoor,Northeast,515.42,1
2023-06-23,2023-06,Sports,Fitness,Southeast,1439.6,4
2023-06-28,2023-06,Electronics,Laptops,West,1055.78,2
2023-06-20,2023-06,Electronics,Laptops,Midwest,1813.48,3
2023-06-01,2023-06,Electronics,Laptops,Midwest,1229.93,1
2023-06-19,2023-06,Home,Lighting,Southeast,289.06,2
2023-06-01,2023-06,Sports,Outdoor,Southeast,276.43,1
2023-06-09,2023-06,Electronics,Phones,West,1471.69,4
2023-06-21,2023-06,Sports,Apparel,Northeast,137.35,2
2023-06-10,2023-06,Home,Furniture,Midwest,2117.81,4
2023-06-12,2023-06,Clothing,Shoes,Southeast,636.33,3
2023-06-03,2023-06,Sports,Fitness,Midwest,2190.56,4
2023-06-07,2023-06,Clothing,Shirts,Southeast,76.15,1
2023-06-29,2023-06,Electronics,Laptops,West,1645.27,3
2023-06-01,2023-06,Clothing,Pants,West,237.17,3
2023-06-22,2023-06,Electronics,Phones,Northeast,910.86,3
2023-06-01,2023-06,Home,Lighting,Southeast,515.05,3
2023-06-20,2023-06,Sports,Fitness,Southeast,723.29,3
2023-06-16,2023-06,Clothing,Pants,West,120.37,1
2023-06-05,2023-06,Electronics,Laptops,Southeast,1410.27,3
2023-06-20,2023-06,Clothing,Shirts,Midwest,100.72,2
2023-06-07,2023-06,Home,Lighting,Northeast,312.96,4
2023-06-27,2023-06,Sports,Apparel,West,171.23,1
2023-06-28,2023-06,Clothing,Shirts,West,157.46,3
2023-06-02,2023-06,Sports,Apparel,Northeast,598.07,4
2023-06-14,2023-06,Electronics,Phones,Midwest,1576.04,3
2023-06-21,2023-06,Home,Kitchen,West,186.03,2
2023-06-20,2023-06,Home,Furniture,West,5483.59,4
2023-06-29,2023-06,Sports,Outdoor,Midwest,484.01,2
2023-06-20,2023-06,Clothing,Shoes,Northeast,264.96,2
2023-06-12,2023-06,Sports,Outdoor,West,267.84,1
2023-06-19,2023-06,Electronics,Headphones,Midwest,61.25,1
2023-06-14,2023-06,Clothing,Pants,West,233.99,2
2023-06-10,2023-06,Home,Furniture,Southeast,3627.95,4
2023-06-30,2023-06,Electronics,Laptops,Southeast,1235.93,1
2023-06-13,2023-06,Sports,Outdoor,Southeast,1875.86,4
2023-06-29,2023-06,Electronics,Headphones,West,70.46,1
2023-06-22,2023-06,Electronics,Phones,Northeast,728.09,2
2023-07-13,2023-07,Home,Kitchen,Northeast,391.62,3
2023-07-04,2023-07,Electronics,Laptops,West,1793.9,1
2023-07-12,2023-07,Sports,Apparel,Northeast,302.47,3
2023-07-16,2023-07,Electronics,Laptops,West,1365.35,1
2023-07-07,2023-07,Clothing,Shoes,West,251.6,3
2023-07-18,2023-07,Home,Kitchen,Northeast,1147.32,4
2023-07-05,2023-07,Electronics,Laptops,Southeast,3174.71,2
2023-07-05,2023-07,Electronics,Headphones,Northeast,237.74,1
2023-07-12,2023-07,Electronics,Phones,Southeast,3374.62,4
2023-07-10,2023-07,Home,Furniture,Northeast,3898.41,3
2023-07-28,2023-07,Sports,Apparel,Northeast,284.07,3
2023-07-23,2023-07,Electronics,Laptops,Southeast,6998.16,4
2023-07-19,2023-07,Clothing,Pants,Southeast,103.44,1
2023-07-08,2023-07,Sports,Fitness,Midwest,184.73,2
2023-07-20,2023-07,Sports,Outdoor,Southeast,237.12,3
2023-07-09,2023-07,Clothing,Shoes,Northeast,498.64,2
2023-07-14,2023-07,Clothing,Shoes,Northeast,185.53,1
2023-07-10,2023-07,Electronics,Headphones,Southeast,92.18,3
2023-07-30,2023-07,Sports,Fitness,Midwest,587.7,1
2023-07-31,2023-07,Home,Kitchen,West,565.27,4
2023-07-07,2023-07,Clothing,Shirts,West,32.69,1
2023-07-23,2023-07,Sports,Fitness,Midwest,694.37,4
2023-07-11,2023-07,Electronics,Phones,Midwest,946.78,2
2023-07-19,2023-07,Home,Kitchen,Northeast,256.5,1
2023-07-07,2023-07,Home,Kitchen,Midwest,639.94,4
2023-07-30,2023-07,Sports,Fitness,Northeast,1267.07,4
2023-07-11,2023-07,Electronics,Headphones,Northeast,471.98,2
2023-07-17,2023-07,Home,Kitchen,Midwest,103.66,1
2023-07-08,2023-07,Clothing,Shoes,West,241.22,1
2023-07-16,2023-07,Sports,Apparel,Northeast,205.94,2
2023-07-07,2023-07,Electronics,Headphones,Southeast,511.61,4
2023-07-05,2023-07,Electronics,Headphones,Northeast,1057.33,4
2023-07-29,2023-07,Sports,Outdoor,Northeast,984.26,4
2023-07-20,2023-07,Clothing,Pants,Northeast,232.3,2
2023-07-06,2023-07,Sports,Outdoor,West,1582.67,3
2023-07-12,2023-07,Clothing,Pants,Midwest,225.03,3
2023-07-08,2023-07,Clothing,Pants,Northeast,56.57,1
2023-07-24,2023-07,Home,Furniture,Midwest,652.63,2
2023-07-07,2023-07,Clothing,Pants,Southeast,112.95,1
2023-07-06,2023-07,Electronics,Phones,Southeast,462.96,1
2023-07-01,2023-07,Home,Furniture,Midwest,2594.13,4
2023-07-09,2023-07,Sports,Fitness,Northeast,507.14,1
2023-07-26,2023-07,Clothing,Shirts,West,347.86,4
2023-07-17,2023-07,Home,Kitchen,Southeast,468.81,3
2023-07-06,2023-07,Sports,Fitness,Midwest,82.58,1
2023-07-08,2023-07,Sports,Outdoor,Midwest,559.54,1
2023-07-20,2023-07,Home,Lighting,Midwest,215.47,2
2023-07-21,2023-07,Electronics,Laptops,Southeast,5574.1,3
2023-07-20,2023-07,Sports,Fitness,Southeast,276.83,2
2023-07-26,2023-07,Sports,Fitness,Midwest,861.14,2
2023-07-13,2023-07,Clothing,Shoes,Midwest,188.67,1
2023-07-11,2023-07,Sports,Outdoor,West,526.52,2
2023-07-22,2023-07,Home,Kitchen,Southeast,354.57,3
2023-07-21,2023-07,Clothing,Shoes,West,253.81,2
2023-07-28,2023-07,Clothing,Shirts,West,226.95,3
2023-07-03,2023-07,Clothing,Pants,Midwest,444.95,3
2023-07-23,2023-07,Electronics,Laptops,Midwest,3554.76,2
2023-07-29,2023-07,Electronics,Headphones,Midwest,205.29,2
2023-07-09,2023-07,Home,Furniture,Midwest,2554.05,2
2023-07-18,2023-07,Home,Furniture,Northeast,1675.33,3
2023-07-12,2023-07,Home,Lighting,West,55.14,1
2023-07-28,2023-07,Clothing,Pants,Northeast,405.3,4
2023-07-29,2023-07,Sports,Apparel,Southeast,490.94,4
2023-07-05,2023-07,Sports,Apparel,Northeast,824.57,4
2023-07-07,2023-07,Home,Furniture,Midwest,845.53,3
2023-07-27,2023-07,Home,Furniture,Midwest,3348.78,3
2023-07-21,2023-07,Home,Kitchen,Midwest,234.59,1
2023-07-17,2023-07,Clothing,Shirts,West,52.75,1
2023-07-27,2023-07,Home,Kitchen,Southeast,140,3
2023-07-07,2023-07,Clothing,Shoes,Southeast,432.01,2
2023-07-24,2023-07,Electronics,Phones,West,2523.26,4
2023-07-12,2023-07,Home,Lighting,Southeast,233.26,2
2023-07-25,2023-07,Clothing,Shirts,Midwest,73.14,2
2023-07-07,2023-07,Electronics,Phones,West,833.53,2
2023-07-25,2023-07,Electronics,Headphones,West,566.81,2
2023-07-18,2023-07,Sports,Apparel,West,360.41,3
2023-07-12,2023-07,Home,Lighting,Midwest,378.55,2
2023-07-20,2023-07,Clothing,Shoes,Northeast,266.89,2
2023-07-02,2023-07,Electronics,Laptops,Midwest,3586.83,2
2023-07-04,2023-07,Sports,Outdoor,Southeast,1645.04,3
2023-07-04,2023-07,Home,Kitchen,Southeast,399.14,4
2023-07-21,2023-07,Home,Lighting,Midwest,379.57,2
2023-07-20,2023-07,Sports,Outdoor,West,1368.47,3
2023-07-31,2023-07,Home,Kitchen,Midwest,581.49,2
2023-07-23,2023-07,Sports,Outdoor,Northeast,527.59,1
2023-07-29,2023-07,Sports,Fitness,West,1427.64,3
2023-08-18,2023-08,Electronics,Headphones,Midwest,704.47,4
2023-08-17,2023-08,Home,Furniture,West,3247.32,3
2023-08-21,2023-08,Sports,Outdoor,Southeast,2104.89,4
2023-08-01,2023-08,Electronics,Headphones,Midwest,170.85,1
2023-08-17,2023-08,Electronics,Headphones,West,388.43,2
2023-08-29,2023-08,Clothing,Pants,Southeast,358.7,4
2023-08-12,2023-08,Home,Kitchen,Northeast,523.82,2
2023-08-14,2023-08,Sports,Apparel,Northeast,65.5,1
2023-08-29,2023-08,Clothing,Pants,Southeast,308.77,2
2023-08-31,2023-08,Electronics,Headphones,Southeast,747.05,3
2023-08-11,2023-08,Electronics,Headphones,Midwest,39.89,1
2023-08-13,2023-08,Home,Kitchen,Northeast,407.48,4
2023-08-18,2023-08,Sports,Outdoor,West,697.24,2
2023-08-22,2023-08,Clothing,Pants,West,224.81,4
2023-08-09,2023-08,Sports,Fitness,Midwest,1614.88,4
2023-08-13,2023-08,Electronics,Phones,Midwest,2112.03,2
2023-08-27,2023-08,Home,Kitchen,West,918.12,4
2023-08-07,2023-08,Clothing,Shoes,Southeast,414.25,2
2023-08-19,2023-08,Sports,Fitness,Midwest,66.11,2
2023-08-04,2023-08,Clothing,Pants,Southeast,311.18,3
2023-08-02,2023-08,Home,Lighting,West,281.8,4
2023-08-19,2023-08,Home,Kitchen,Southeast,193.87,1
2023-08-13,2023-08,Home,Furniture,West,2059.81,2
2023-08-11,2023-08,Sports,Apparel,West,74.96,1
2023-08-15,2023-08,Electronics,Phones,Northeast,493.44,1
2023-08-12,2023-08,Clothing,Shirts,Midwest,80.17,2
2023-08-16,2023-08,Home,Kitchen,Southeast,342.86,4
2023-08-11,2023-08,Sports,Apparel,Southeast,591.53,4
2023-08-03,2023-08,Sports,Apparel,West,563.44,3
2023-08-25,2023-08,Sports,Outdoor,Midwest,410.22,4
2023-08-20,2023-08,Sports,Outdoor,Midwest,947.14,2
2023-08-12,2023-08,Sports,Outdoor,West,951.18,2
2023-08-11,2023-08,Electronics,Laptops,West,719.67,1
2023-08-01,2023-08,Clothing,Shoes,Northeast,474.36,3
2023-08-09,2023-08,Home,Kitchen,Northeast,243.08,1
2023-08-31,2023-08,Electronics,Headphones,Southeast,210.5,1
2023-08-21,2023-08,Clothing,Shirts,Southeast,333.61,4
2023-08-28,2023-08,Electronics,Headphones,Southeast,481.98,3
2023-08-27,2023-08,Clothing,Pants,Northeast,468.31,4
2023-08-01,2023-08,Electronics,Laptops,Northeast,3172.63,3
2023-08-25,2023-08,Electronics,Headphones,West,836.9,4
2023-08-27,2023-08,Clothing,Shirts,West,306.31,4
2023-08-05,2023-08,Electronics,Laptops,Midwest,3505.34,2
2023-08-01,2023-08,Sports,Apparel,Northeast,55.19,1
2023-08-06,2023-08,Home,Furniture,West,1329.21,1
2023-08-03,2023-08,Home,Kitchen,Northeast,376.05,2
2023-08-09,2023-08,Sports,Apparel,West,143.15,2
2023-08-30,2023-08,Electronics,Phones,Midwest,1016.71,2
2023-08-19,2023-08,Clothing,Shoes,Northeast,156.31,1
2023-08-30,2023-08,Home,Kitchen,Northeast,299.51,3
2023-08-01,2023-08,Sports,Fitness,West,573.13,1
2023-08-31,2023-08,Clothing,Shoes,Southeast,197.33,2
2023-08-14,2023-08,Sports,Outdoor,West,469.11,1
2023-08-06,2023-08,Clothing,Shoes,Northeast,69.84,1
2023-08-23,2023-08,Home,Lighting,Northeast,262.55,2
2023-08-02,2023-08,Sports,Fitness,Northeast,557.61,4
2023-08-04,2023-08,Sports,Outdoor,Northeast,465.59,2
2023-08-22,2023-08,Home,Lighting,Northeast,437.19,4
2023-08-11,2023-08,Electronics,Phones,Northeast,3967.56,4
2023-08-09,2023-08,Electronics,Laptops,Southeast,1102.07,1
2023-08-19,2023-08,Clothing,Shoes,Northeast,403.08,2
2023-08-22,2023-08,Clothing,Shirts,Northeast,135.39,3
2023-08-02,2023-08,Home,Lighting,West,795.18,4
2023-08-20,2023-08,Electronics,Headphones,Midwest,627.82,4
2023-08-28,2023-08,Sports,Outdoor,Southeast,1535.43,3
2023-08-06,2023-08,Sports,Apparel,Midwest,81.68,2
2023-08-30,2023-08,Home,Furniture,Southeast,3819.09,3
2023-08-28,2023-08,Clothing,Pants,Southeast,146.19,2
2023-08-14,2023-08,Clothing,Pants,West,101.66,1
2023-08-29,2023-08,Clothing,Shirts,Midwest,45.83,1
2023-08-24,2023-08,Sports,Apparel,Midwest,163.32,2
2023-08-29,2023-08,Sports,Fitness,West,1560.79,3
2023-08-21,2023-08,Clothing,Shirts,Southeast,87.33,3
2023-08-20,2023-08,Sports,Outdoor,Midwest,218.91,1
2023-08-04,2023-08,Electronics,Phones,Midwest,1927.3,3
2023-08-18,2023-08,Electronics,Phones,Southeast,3913.09,4
2023-08-08,2023-08,Electronics,Phones,Midwest,2066.96,3
2023-08-02,2023-08,Electronics,Laptops,Northeast,1931.42,2
2023-08-14,2023-08,Sports,Outdoor,Southeast,2011.61,4
2023-08-29,2023-08,Electronics,Headphones,Northeast,775.35,3
2023-08-24,2023-08,Electronics,Phones,Northeast,960.98,1
2023-08-04,2023-08,Sports,Outdoor,Southeast,529.47,2
2023-08-14,2023-08,Sports,Apparel,Southeast,70.3,1
2023-08-01,2023-08,Sports,Apparel,West,241.46,2
2023-08-13,2023-08,Sports,Fitness,Midwest,1971.88,3
2023-08-31,2023-08,Sports,Apparel,Southeast,76.24,1
2023-08-31,2023-08,Sports,Outdoor,Southeast,626.92,2
2023-08-22,2023-08,Home,Lighting,Northeast,65.63,2
2023-09-23,2023-09,Electronics,Headphones,Northeast,277.8,3
2023-09-17,2023-09,Home,Furniture,Northeast,2762.96,3
2023-09-28,2023-09,Clothing,Shirts,Southeast,152.83,2
2023-09-14,2023-09,Sports,Fitness,Northeast,1335.99,3
2023-09-15,2023-09,Home,Kitchen,Midwest,751.02,4
2023-09-02,2023-09,Sports,Outdoor,Midwest,2040.22,4
2023-09-10,2023-09,Home,Lighting,Northeast,396.3,4
2023-09-14,2023-09,Home,Kitchen,Southeast,642.97,3
2023-09-04,2023-09,Home,Kitchen,West,110.95,1
2023-09-19,2023-09,Sports,Outdoor,West,500.78,4
2023-09-02,2023-09,Clothing,Shirts,Southeast,133.21,3
2023-09-27,2023-09,Home,Furniture,Southeast,1138.66,4
2023-09-05,2023-09,Sports,Apparel,Southeast,149.93,2
2023-09-05,2023-09,Home,Lighting,Midwest,554.59,4
2023-09-04,2023-09,Sports,Fitness,Northeast,299.31,1
2023-09-14,2023-09,Sports,Apparel,Midwest,284.32,2
2023-09-30,2023-09,Sports,Apparel,Southeast,710.23,4
2023-09-01,2023-09,Clothing,Shoes,Northeast,212.79,2
2023-09-03,2023-09,Sports,Outdoor,West,198.48,1
2023-09-06,2023-09,Home,Kitchen,Southeast,132.84,1
2023-09-30,2023-09,Sports,Apparel,Southeast,125,1
2023-09-10,2023-09,Home,Lighting,Southeast,210.04,3
2023-09-06,2023-09,Clothing,Shirts,Northeast,90.88,2
2023-09-27,2023-09,Clothing,Pants,Northeast,307.04,2
2023-09-23,2023-09,Electronics,Phones,Midwest,1537.58,3
2023-09-01,2023-09,Electronics,Headphones,Midwest,424.51,3
2023-09-24,2023-09,Sports,Fitness,Southeast,1065.37,4
2023-09-26,2023-09,Electronics,Phones,Northeast,967.12,1
2023-09-06,2023-09,Sports,Outdoor,Southeast,1313.45,4
2023-09-22,2023-09,Electronics,Phones,Southeast,2666.34,3
2023-09-17,2023-09,Sports,Apparel,Midwest,264.38,2
2023-09-19,2023-09,Sports,Fitness,West,1206.52,3
2023-09-25,2023-09,Clothing,Pants,Southeast,303.68,2
2023-09-03,2023-09,Sports,Apparel,Northeast,503.66,4
2023-09-28,2023-09,Sports,Apparel,West,109.73,3
2023-09-13,2023-09,Home,Kitchen,West,36.43,1
2023-09-29,2023-09,Home,Furniture,West,785.91,4
2023-09-08,2023-09,Home,Kitchen,Northeast,846.3,3
2023-09-02,2023-09,Sports,Apparel,West,451.28,3
2023-09-26,2023-09,Home,Furniture,Midwest,829.01,1
2023-09-17,2023-09,Electronics,Phones,Midwest,2084.08,4
2023-09-06,2023-09,Electronics,Phones,Northeast,1092.3,2
2023-09-09,2023-09,Home,Lighting,Midwest,481.93,3
2023-09-12,2023-09,Electronics,Phones,West,1717.74,3
2023-09-20,2023-09,Electronics,Headphones,Southeast,273.15,1
2023-09-12,2023-09,Clothing,Pants,Northeast,380.11,3
2023-09-26,2023-09,Home,Kitchen,Northeast,194.48,2
2023-09-07,2023-09,Electronics,Phones,Midwest,2583.78,4
2023-09-01,2023-09,Electronics,Phones,Midwest,2198.67,3
2023-09-25,2023-09,Clothing,Shoes,Southeast,264.98,3
2023-09-04,2023-09,Clothing,Pants,Midwest,89.4,1
2023-09-21,2023-09,Home,Kitchen,Southeast,524.99,4
2023-09-19,2023-09,Electronics,Phones,Northeast,1339.2,2
2023-09-19,2023-09,Home,Furniture,Midwest,4866.49,4
2023-09-02,2023-09,Home,Lighting,Northeast,192.58,1
2023-09-16,2023-09,Home,Kitchen,Midwest,406.13,2
2023-09-16,2023-09,Home,Lighting,Southeast,483.12,3
2023-09-05,2023-09,Clothing,Pants,West,64.43,1
2023-09-15,2023-09,Clothing,Shirts,Northeast,268.67,4
2023-09-27,2023-09,Home,Furniture,Northeast,589.65,3
2023-09-28,2023-09,Clothing,Shoes,Midwest,278.88,4
2023-09-03,2023-09,Home,Furniture,West,4091.79,3
2023-09-12,2023-09,Sports,Fitness,West,203.8,1
2023-09-26,2023-09,Electronics,Laptops,Northeast,3567.58,4
2023-09-23,2023-09,Clothing,Shoes,Northeast,608.67,4
2023-09-22,2023-09,Sports,Outdoor,Southeast,1165.39,4
2023-09-01,2023-09,Home,Furniture,Midwest,1021.54,2
2023-09-26,2023-09,Clothing,Shoes,Southeast,628.03,3
2023-09-10,2023-09,Clothing,Shoes,Northeast,146.82,1
2023-09-16,2023-09,Electronics,Laptops,Southeast,1209.48,2
2023-09-30,2023-09,Home,Furniture,Midwest,722.82,1
2023-09-01,2023-09,Home,Furniture,Southeast,3578.09,3
2023-09-22,2023-09,Sports,Outdoor,West,1092.98,3
2023-09-05,2023-09,Clothing,Shoes,Northeast,478.86,2
2023-09-21,2023-09,Sports,Apparel,Southeast,84.13,2
2023-09-01,2023-09,Electronics,Laptops,West,5053.73,4
2023-09-05,2023-09,Electronics,Laptops,Southeast,5023.01,4
2023-10-11,2023-10,Electronics,Headphones,Southeast,1714.08,4
2023-10-21,2023-10,Electronics,Laptops,Midwest,3501.43,1
2023-10-11,2023-10,Sports,Apparel,West,156.66,3
2023-10-22,2023-10,Home,Lighting,Southeast,508.72,3
2023-10-14,2023-10,Sports,Fitness,Southeast,111.54,2
2023-10-16,2023-10,Electronics,Laptops,West,3068.35,3
2023-10-28,2023-10,Electronics,Headphones,Midwest,85.27,1
2023-10-21,2023-10,Electronics,Laptops,Southeast,12369.88,4
2023-10-01,2023-10,Sports,Fitness,Northeast,457.53,2
2023-10-15,2023-10,Clothing,Shoes,Midwest,452.71,3
2023-10-28,2023-10,Clothing,Shirts,Midwest,149.48,3
2023-10-03,2023-10,Home,Lighting,Northeast,130.25,3
2023-10-07,2023-10,Sports,Apparel,Midwest,155.3,3
2023-10-03,2023-10,Home,Furniture,Midwest,1344.57,3
2023-10-07,2023-10,Electronics,Headphones,Midwest,1990.44,4
2023-10-19,2023-10,Electronics,Laptops,Northeast,3322.6,1
2023-10-29,2023-10,Home,Furniture,Midwest,1860.4,4
2023-10-15,2023-10,Sports,Fitness,Southeast,734.66,3
2023-10-21,2023-10,Clothing,Shirts,Southeast,237.27,4
2023-10-30,2023-10,Home,Kitchen,West,828.89,4
2023-10-16,2023-10,Clothing,Pants,West,244.21,3
2023-10-08,2023-10,Electronics,Phones,West,3233.51,2
2023-10-23,2023-10,Electronics,Phones,West,6677.03,4
2023-10-26,2023-10,Electronics,Laptops,Midwest,13185.05,4
2023-10-19,2023-10,Electronics,Phones,Northeast,1799.18,1
2023-10-23,2023-10,Electronics,Laptops,Northeast,11220.86,4
2023-10-12,2023-10,Electronics,Laptops,Midwest,2122.75,1
2023-10-06,2023-10,Electronics,Laptops,Southeast,3650.24,2
2023-10-20,2023-10,Sports,Fitness,Midwest,345.85,1
2023-10-09,2023-10,Home,Furniture,Southeast,1437.24,4
2023-10-04,2023-10,Sports,Outdoor,Midwest,241.74,1
2023-10-22,2023-10,Clothing,Shoes,Southeast,234.77,3
2023-10-13,2023-10,Home,Lighting,West,44.74,1
2023-10-01,2023-10,Home,Furniture,Southeast,357.47,1
2023-10-08,2023-10,Home,Furniture,West,1596.13,3
2023-10-31,2023-10,Clothing,Shoes,West,288.74,2
2023-10-09,2023-10,Clothing,Shoes,Midwest,221.39,4
2023-10-06,2023-10,Electronics,Headphones,Midwest,669.56,2
2023-10-14,2023-10,Sports,Outdoor,West,233.45,4
2023-10-08,2023-10,Sports,Outdoor,West,119.59,3
2023-10-21,2023-10,Clothing,Shirts,Midwest,147.89,4
2023-10-02,2023-10,Clothing,Shirts,Midwest,189.19,3
2023-10-09,2023-10,Clothing,Shoes,West,134.66,1
2023-10-11,2023-10,Electronics,Laptops,West,10651.38,4
2023-10-08,2023-10,Home,Furniture,Southeast,4641.67,4
2023-10-10,2023-10,Sports,Apparel,Southeast,52.63,1
2023-10-20,2023-10,Clothing,Pants,Northeast,147.51,3
2023-10-28,2023-10,Sports,Fitness,West,222.73,1
2023-10-15,2023-10,Sports,Outdoor,Southeast,412.07,2
2023-10-16,2023-10,Clothing,Pants,Southeast,197.8,4
2023-10-15,2023-10,Sports,Fitness,Midwest,254.21,4
2023-10-26,2023-10,Electronics,Laptops,Midwest,1386.05,1
2023-10-30,2023-10,Sports,Fitness,West,682.91,2
2023-10-04,2023-10,Electronics,Headphones,Southeast,1204.41,3
2023-10-16,2023-10,Clothing,Pants,Southeast,140.84,2
2023-10-02,2023-10,Electronics,Headphones,Southeast,1465.79,3
2023-10-03,2023-10,Clothing,Pants,Midwest,61.77,1
2023-10-29,2023-10,Clothing,Shirts,Southeast,37.92,1
2023-10-16,2023-10,Home,Kitchen,Northeast,505.28,2
2023-10-30,2023-10,Clothing,Pants,Northeast,383.36,4
2023-10-02,2023-10,Clothing,Shoes,Southeast,388.06,3
2023-10-08,2023-10,Electronics,Laptops,Midwest,3727.72,2
2023-10-30,2023-10,Clothing,Shirts,Midwest,26.17,1
2023-10-24,2023-10,Electronics,Laptops,West,3160.19,1
2023-10-04,2023-10,Home,Furniture,Northeast,479.14,1
2023-10-16,2023-10,Clothing,Pants,Midwest,280.78,3
2023-10-30,2023-10,Electronics,Laptops,Southeast,2740.82,1
2023-10-30,2023-10,Home,Furniture,Southeast,652.25,3
2023-10-16,2023-10,Electronics,Laptops,West,5274.07,4
2023-10-23,2023-10,Home,Kitchen,Northeast,173.53,1
2023-10-25,2023-10,Electronics,Phones,Northeast,742.57,1
2023-10-20,2023-10,Electronics,Laptops,Midwest,2249.9,2
2023-10-27,2023-10,Electronics,Laptops,West,8158.01,4
2023-10-18,2023-10,Clothing,Shirts,Southeast,113.4,2
2023-10-30,2023-10,Electronics,Headphones,Southeast,712.73,3
2023-10-23,2023-10,Electronics,Headphones,Southeast,1046.3,2
2023-10-29,2023-10,Sports,Fitness,Southeast,213.81,1
2023-10-04,2023-10,Sports,Apparel,Midwest,236.7,3
2023-10-08,2023-10,Sports,Apparel,West,77.57,2
2023-10-10,2023-10,Sports,Outdoor,Northeast,478.64,4
2023-10-16,2023-10,Clothing,Pants,Midwest,171.81,3
2023-10-24,2023-10,Clothing,Pants,West,204.91,4
2023-10-07,2023-10,Electronics,Headphones,Midwest,1263.46,3
2023-10-22,2023-10,Electronics,Laptops,Northeast,7519.35,3
2023-10-23,2023-10,Home,Lighting,Northeast,111.95,2
2023-10-01,2023-10,Sports,Apparel,Southeast,111.42,3
2023-10-17,2023-10,Sports,Outdoor,Midwest,986.75,4
2023-10-14,2023-10,Electronics,Laptops,Southeast,6992.27,3
2023-10-03,2023-10,Clothing,Pants,West,139.47,2
2023-10-06,2023-10,Electronics,Phones,Northeast,998.72,1
2023-10-14,2023-10,Clothing,Shirts,Northeast,104.11,2
2023-11-25,2023-11,Electronics,Phones,Northeast,1673.78,1
2023-11-08,2023-11,Home,Furniture,West,2169.24,2
2023-11-25,2023-11,Clothing,Pants,Midwest,85.31,2
2023-11-05,2023-11,Sports,Apparel,Midwest,250.66,3
2023-11-27,2023-11,Home,Kitchen,Southeast,260.48,4
2023-11-28,2023-11,Electronics,Phones,Northeast,6898.97,4
2023-11-28,2023-11,Sports,Outdoor,Midwest,281.22,2
2023-11-11,2023-11,Sports,Fitness,Southeast,654.8,4
2023-11-27,2023-11,Clothing,Shoes,West,322.87,4
2023-11-25,2023-11,Clothing,Shoes,West,150.99,2
2023-11-25,2023-11,Clothing,Pants,Midwest,127.76,4
2023-11-05,2023-11,Home,Lighting,West,120.58,1
2023-11-03,2023-11,Electronics,Laptops,Northeast,6089.2,2
2023-11-09,2023-11,Sports,Apparel,West,234.71,3
2023-11-27,2023-11,Home,Furniture,Southeast,895.33,1
2023-11-08,2023-11,Home,Lighting,Midwest,268.77,3
2023-11-07,2023-11,Home,Lighting,West,368.3,2
2023-11-20,2023-11,Clothing,Shirts,Northeast,112.93,4
2023-11-07,2023-11,Clothing,Shoes,West,289.18,3
2023-11-28,2023-11,Home,Furniture,West,2641.54,3
2023-11-05,2023-11,Home,Lighting,Northeast,70.25,1
2023-11-28,2023-11,Home,Lighting,Southeast,384.09,3
2023-11-22,2023-11,Electronics,Phones,West,3036.04,2
2023-11-11,2023-11,Home,Lighting,West,104.16,2
2023-11-10,2023-11,Electronics,Headphones,Midwest,873.5,2
2023-11-18,2023-11,Clothing,Shoes,West,602.72,4
2023-11-29,2023-11,Sports,Fitness,Southeast,610.04,2
2023-11-07,2023-11,Electronics,Headphones,West,249.86,1
2023-11-15,2023-11,Electronics,Phones,West,3485.66,3
